Student ID,Name,Grade Level,Age,Learning Style,Socioeconomic Status,Past Grades,Standardized Test Scores,Prior Knowledge,Course ID,Course Name,Course Difficulty,Class Size,Teaching Style,Coursework Load,Attendance,Study Time,Time of Year,Extracurricular Activities,Health,Home Environment,Actual Grade,cgpa
1141,Isabella Davis,Freshman,17,Kinesthetic,Middle Income,43.7,800,Beginner,101,Introduction to English Literature,Easy,24,Interactive,"Homework, Quizzes",42,6,Fall Semester,Yes,Good,Quiet,B-,2.7
1142,William Thompson,Sophomore,19,Visual,High Income,51.8,950,Advanced,218,Advanced Chemistry,Hard,25,Lecture-based,"Exams, Projects",56,10,Spring Semester,No,Average,Quiet,A,3.6
1143,Mia White,Junior,20,Auditory,Low Income,46.9,790,Intermediate,301,Calculus I,Hard,23,Lecture-based,"Exams, Projects",53,8,Fall Semester,No,Good,Quiet,B+,2.8
1144,Noah Brown,Freshman,16,Kinesthetic,Middle Income,39.6,720,Beginner,102,Introduction to Philosophy,Easy,26,Interactive,"Homework, Quizzes",41,4,Spring Semester,Yes,Average,Quiet,C-,3.2
1145,Oliver Johnson,Sophomore,18,Visual,High Income,50.3,900,Intermediate,210,Intermediate Sociology,Medium,35,Lecture-based,"Exams, Projects",49,7,Fall Semester,No,Good,Quiet,B,4.5
1146,Ava Davis,Junior,21,Auditory,Low Income,44.8,770,Beginner,303,Advanced Statistics,Hard,22,Lecture-based,"Exams, Projects",51,9,Spring Semester,Yes,Average,Quiet,B+,3.8
1147,Ethan Wilson,Freshman,17,Kinesthetic,Middle Income,38.2,700,Beginner,105,Introduction to Art,Easy,29,Interactive,"Homework, Quizzes",40,5,Fall Semester,No,Average,Quiet,C-,2.4
1148,Liam Thompson,Sophomore,19,Visual,High Income,52.1,930,Advanced,211,Intermediate Economics,Hard,24,Lecture-based,"Exams, Projects",54,10,Spring Semester,No,Good,Quiet,A,3.7
1149,Isabella Garcia,Junior,20,Auditory,Middle Income,47.5,810,Intermediate,301,Advanced Calculus,Hard,21,Lecture-based,"Exams, Projects",48,7,Fall Semester,Yes,Average,Quiet,B,3.9
1150,Jamal Smith,Sophomore,18,Visual,Low Income,42.8,750,Beginner,202,Intermediate Psychology,Medium,33,Interactive,"Homework, Quizzes",46,5,Spring Semester,No,Good,Quiet,C,2.3
1151,Mia Chen,Freshman,16,Kinesthetic,High Income,40.1,850,Beginner,101,Introduction to Physics,Easy,27,Activity-based,"Projects, Presentations",43,6,Fall Semester,Yes,Average,Quiet,C+,4.6
1152,Liam Patel,Junior,21,Auditory,Middle Income,48.6,880,Intermediate,304,Advanced Statistics,Hard,23,Lecture-based,"Exams, Projects",52,8,Spring Semester,Yes,Average,Quiet,B+,3.8
1153,Sophia Nguyen,Sophomore,18,Visual,Low Income,44.9,790,Beginner,203,Intermediate Chemistry,Medium,32,Lecture-based,"Homework, Quizzes",47,6,Fall Semester,No,Good,Quiet,C+,2.9
1154,Elijah Johnson,Junior,20,Kinesthetic,High Income,49.8,890,Intermediate,302,Advanced Biology,Hard,25,Interactive,"Exams, Projects",53,9,Spring Semester,Yes,Average,Quiet,B+,2.5
1155,Ava Taylor,Sophomore,19,Auditory,Middle Income,46.2,820,Beginner,201,Intermediate History,Medium,34,Lecture-based,"Homework, Quizzes",45,7,Fall Semester,No,Good,Quiet,C,3.9
1156,Noah White,Freshman,17,Visual,Low Income,39.3,730,Beginner,103,Introduction to Computer Science,Easy,28,Activity-based,"Projects, Presentations",42,5,Spring Semester,Yes,Average,Quiet,C-,2.7
1157,Mia Martinez,Junior,21,Kinesthetic,High Income,45.7,860,Intermediate,303,Advanced Mathematics,Hard,24,Lecture-based,"Exams, Projects",51,8,Fall Semester,Yes,Average,Quiet,B-,4.1
1158,Jamal Brown,Sophomore,18,Auditory,Middle Income,43.5,780,Beginner,204,Intermediate Physics,Medium,36,Interactive,"Homework, Quizzes",44,6,Spring Semester,No,Good,Quiet,C+,2.8
1159,Sophia Garcia,Freshman,16,Visual,Low Income,38.9,740,Beginner,101,Introduction to Psychology,Easy,30,Activity-based,"Projects, Presentations",48,7,Fall Semester,Yes,Good,Quiet,C,2.4
1160,Liam Thompson,Junior,22,Auditory,High Income,48.5,880,Intermediate,301,Advanced Literature,Medium,26,Interactive,"Exams, Projects",54,9,Spring Semester,Yes,Average,Quiet,B,3.7
1161,Aisha Patel,Sophomore,19,Kinesthetic,Middle Income,44.2,770,Beginner,203,Intermediate Sociology,Medium,35,Lecture-based,"Homework, Quizzes",46,6,Fall Semester,No,Good,Quiet,C-,2.6
1162,Mason Kim,Freshman,17,Visual,Low Income,37.6,710,Beginner,104,Introduction to Chemistry,Easy,29,Activity-based,"Projects, Presentations",41,5,Spring Semester,Yes,Average,Quiet,C-,2.3
1163,Nia Davis,Junior,21,Auditory,High Income,47.8,850,Intermediate,304,Advanced Economics,Hard,23,Interactive,"Exams, Projects",52,8,Fall Semester,Yes,Average,Quiet,B+,4.3
1164,Jaden Walker,Sophomore,18,Kinesthetic,Middle Income,42.7,760,Beginner,205,Intermediate Biology,Medium,37,Lecture-based,"Homework, Quizzes",45,6,Spring Semester,No,Good,Quiet,C,2.5
1165,Mia Nguyen,Freshman,16,Visual,Low Income,36.4,700,Beginner,105,Introduction to Art History,Easy,31,Activity-based,"Projects, Presentations",49,7,Fall Semester,Yes,Good,Quiet,C-,2.2
1166,Ethan Chen,Junior,22,Auditory,High Income,49.2,870,Intermediate,305,Advanced Philosophy,Medium,27,Interactive,"Exams, Projects",53,9,Spring Semester,Yes,Average,Quiet,B-,3.8
1167,Isabella Rodriguez,Sophomore,19,Kinesthetic,Middle Income,43.9,790,Beginner,206,Intermediate Anthropology,Medium,36,Lecture-based,"Homework, Quizzes",47,6,Fall Semester,No,Good,Quiet,C+,2.4
1168,Oliver Wilson,Freshman,17,Visual,Low Income,35.8,720,Beginner,106,Introduction to Music Theory,Easy,32,Activity-based,"Projects, Presentations",43,5,Spring Semester,Yes,Average,Quiet,C-,2.1
1169,Avery Thompson,Junior,20,Auditory,High Income,48.5,850,Intermediate,301,Advanced Calculus I,Hard,28,Lecture-based,"Exams, Projects",52,8,Fall Semester,No,Good,Quiet,B,3.7
1170,Nia White,Sophomore,18,Visual,Middle Income,45.6,780,Beginner,201,Intermediate Chemistry,Medium,35,Interactive,"Homework, Quizzes",48,6,Spring Semester,Yes,Good,Quiet,B-,3.5
1171,Liam Green,Freshman,16,Kinesthetic,Low Income,34.9,710,Beginner,101,Introduction to World History,Easy,33,Activity-based,"Projects, Presentations",44,5,Fall Semester,No,Average,Quiet,C-,2
1172,Avery Thompson,Junior,21,Auditory,High Income,49.2,860,Intermediate,302,Advanced Physics I,Hard,29,Lecture-based,"Exams, Projects",53,9,Spring Semester,Yes,Good,Quiet,A-,3.6
1173,Nia White,Sophomore,19,Visual,Middle Income,46.3,790,Beginner,202,Intermediate Psychology,Medium,34,Interactive,"Homework, Quizzes",47,7,Fall Semester,No,Good,Quiet,B,3.2
1174,Liam Green,Freshman,17,Kinesthetic,Low Income,35.1,700,Beginner,102,Introduction to Computer Science,Easy,31,Activity-based,"Projects, Presentations",43,5,Spring Semester,Yes,Average,Quiet,C-,1.9
1175,Avery Thompson,Junior,22,Auditory,High Income,48.8,870,Intermediate,303,Advanced Statistics,Hard,27,Lecture-based,"Exams, Projects",51,8,Fall Semester,No,Good,Quiet,A,3.8
1176,Nia White,Sophomore,20,Visual,Middle Income,44.7,780,Beginner,203,Intermediate Art History,Medium,36,Interactive,"Homework, Quizzes",46,6,Spring Semester,Yes,Good,Quiet,B+,2.8
1177,Liam Green,Freshman,18,Kinesthetic,Low Income,36.2,710,Beginner,103,Introduction to Sociology,Easy,32,Activity-based,"Projects, Presentations",42,5,Fall Semester,No,Average,Quiet,C,1.8
1178,Avery Thompson,Junior,23,Auditory,High Income,49.5,860,Intermediate,304,Advanced Economics,Hard,28,Lecture-based,"Exams, Projects",53,9,Spring Semester,Yes,Good,Quiet,A-,4.1
1179,Jamal Brown,Sophomore,19,Visual,Low Income,37.6,720,Beginner,204,Intermediate Psychology,Medium,37,Interactive,"Homework, Quizzes",45,6,Fall Semester,Yes,Good,Quiet,B,3.5
1180,Sofia Garcia,Freshman,16,Kinesthetic,Middle Income,41.8,800,Beginner,104,Introduction to Physics,Easy,30,Activity-based,"Projects, Presentations",44,5,Spring Semester,No,Average,Quiet,C+,3.2
1181,Jasmine Davis,Sophomore,18,Visual,Middle Income,42.5,850,Basic,202,Introduction to Psychology,Medium,28,Lecture-based,"Exams, Projects",42,8,Fall Semester,Yes,Good,Quiet,B,3.5
1183,Raj Patel,Junior,20,Auditory,Low Income,31,1150,Basic,106,College Algebra II,Medium,28,Lecture-based,"Exams, Projects",22,4,Spring Semester,Yes,Noisy, ,F,
1184,Sofia Garcia,Sophomore,19,Kinesthetic,High Income,42,1300,Basic,107,College Literature II,Easy,25,Activity-based,"Projects, Presentations",24,2,Fall Semester,No,Quiet, ,D,
1185,Liam Thompson,Senior,22,Visual,Middle Income,38,1250,Basic,108,College US History II (US History),Hard,30,Interactive,"Projects, Presentations",21,5,Spring Semester,Yes,Quiet, ,D-,
1186,Mia Johnson,Freshman,18,Auditory,Low Income,22,1100,Basic,109,College Biology I Introduction to Biology,Easy,35,Lecture-based,"Exams, Projects",25,3,Fall Semester,No,Quiet, ,F,
1187,Noah Brown,Junior,21,Kinesthetic,High Income,45,1350,Basic,110,College Algebra III,Medium,27,Activity-based,"Homework, Quizzes",26,4,Spring Semester,Yes,Quiet, ,D,
1188,Emma White,Sophomore,19,Visual,Middle Income,36,1280,Basic,111,College Literature III,Easy,23,Interactive,"Projects, Presentations",24,3,Fall Semester,No,Quiet, ,D-,
1189,Daniel Lee,Senior,22,Auditory,Low Income,33,1220,Basic,112,College US History III (US History),Hard,31,Lecture-based,"Exams, Projects",20,5,Spring Semester,Yes,Noisy, ,F,
1190,Jessica Davis,Freshman,18,Kinesthetic,High Income,48,1380,Basic,113,College Biology II Introduction to Biology I,Medium,30,Activity-based,"Exams, Projects",23,3,Fall Semester,No,Quiet, ,D+,
1191,William Anderson,Junior,20,Visual,Middle Income,34,1260,Basic,114,College Algebra IV,Hard,26,Lecture-based,"Homework, Quizzes",25,4,Spring Semester,Yes,Quiet, ,F,
1192,Aisha Patel,Freshman,18,Auditory,Low Income,42,1310,Basic,115,College Literature I Introduction to Literature I,Easy,28,Interactive,"Projects, Presentations",22,4,Fall Semester,No,Quiet, ,D,
1193,Rajesh Gupta,Sophomore,19,Kinesthetic,Middle Income,38,1290,Basic,116,College Biology I Introduction to Biology I,Medium,29,Activity-based,"Exams, Projects",24,3,Spring Semester,Yes,Quiet, ,D-,
1194,Fatima Ahmed,Junior,20,Visual,High Income,45,1350,Basic,117,College Algebra III,Hard,30,Lecture-based,"Homework, Quizzes",26,5,Fall Semester,No,Noisy, ,D,
1195,Mohammed Ali,Senior,21,Auditory,Low Income,40,1270,Basic,118,College US History II (US History),Medium,25,Interactive,"Exams, Projects",21,4,Spring Semester,Yes,Quiet, ,D,
1196,Sofia Martinez,Freshman,18,Kinesthetic,Middle Income,36,1250,Basic,119,College Algebra II,Medium,27,Activity-based,"Exams, Projects",23,3,Fall Semester,No,Quiet, ,D-,
1197,Hana Kim,Sophomore,19,Visual,High Income,44,1360,Basic,120,College Biology II Introduction to Biology II,Hard,24,Lecture-based,"Homework, Quizzes",25,5,Spring Semester,Yes,Noisy, ,D,
1198,Marcus Johnson,Junior,20,Auditory,Low Income,41,1280,Basic,121,College Literature II Introduction to Literature II,Easy,26,Interactive,"Projects, Presentations",22,4,Fall Semester,No,Quiet, ,D,
1199,Jasmine Thompson,Senior,21,Kinesthetic,Middle Income,39,1240,Basic,122,College US History III (US History),Hard,28,Activity-based,"Exams, Projects",21,5,Spring Semester,Yes,Noisy, ,D-,
1200,Liam Garcia,Freshman,18,Visual,High Income,46,1370,Basic,123,College Algebra IV,Hard,29,Lecture-based,"Homework, Quizzes",26,5,Fall Semester,No,Quiet, ,D+,
1201,Aisha Ali,Freshman,18,Auditory,Middle Income,38,1290,Basic,124,College Algebra IV Introduction to Algebra IV,Medium,27,Interactive,"Exams, Projects",24,6,Spring Semester,Yes,Quiet, ,D-,
1202,Kai Matsuda,Junior,20,Visual,High Income,47,1380,Basic,125,College Literature III Introduction to Literature III,Easy,25,Activity-based,"Homework, Quizzes",23,4,Fall Semester,No,Noisy, ,D+,
1203,Sophia Chen,Senior,21,Kinesthetic,Low Income,37,1250,Basic,126,College Biology III Introduction to Biology III,Hard,26,Lecture-based,"Exams, Projects",20,5,Spring Semester,Yes,Quiet, ,C,
1204,Liam Nguyen,Freshman,18,Auditory,Low Income,42,1260,Basic,127,College Algebra III Introduction to Algebra III,Hard,28,Interactive,"Homework, Quizzes",25,6,Fall Semester,No,Noisy, ,D,
1205,Ava Patel,Sophomore,19,Kinesthetic,High Income,45,1330,Basic,128,College US History II (US History II),Medium,24,Activity-based,"Exams, Projects",21,5,Spring Semester,Yes,Quiet, ,D,
1206,Mateo Rodriguez,Junior,20,Visual,Middle Income,48,1390,Basic,129,College Literature IV Introduction to Literature IV,Easy,27,Lecture-based,"Homework, Quizzes",23,4,Fall Semester,No,Quiet, ,D,
1207,Zara Ahmed,Senior,21,Auditory,Low Income,36,1240,Basic,130,College Biology IV Introduction to Biology IV,Hard,29,Interactive,"Exams, Projects",20,5,Spring Semester,Yes,Noisy, ,D,
1208,Elias Kim,Freshman,18,Kinesthetic,High Income,43,1320,Basic,131,College Algebra II Introduction to Algebra II,Medium,25,Lecture-based,"Homework, Quizzes",24,6,Fall Semester,No,Quiet, ,D,
1209,Sofia Garcia,Sophomore,19,Visual,Middle Income,46,1370,Basic,132,College US History III (US History III),Hard,26,Interactive,"Exams, Projects",21,5,Spring Semester,Yes,Quiet, ,D+,
1210,Amina Mohamed,Junior,20,Auditory,Low Income,42,1360,Basic,134,College Literature IV Introduction to Literature IV,Medium,28,Interactive,"Exams, Projects",24,5,Fall Semester,Yes,Noisy, ,D,
1211,Ravi Patel,Sophomore,19,Kinesthetic,Middle Income,47,1380,Basic,133,College Biology III (Biology III),Easy,25,Lecture-based,"Homework, Quizzes",25,4,Spring Semester,No,Quiet, ,D,
1212,Mira Khan,Freshman,18,Visual,High Income,45,1350,Basic,136,College Algebra III (Algebra III),Medium,24,Lecture-based,"Homework, Quizzes",22,6,Fall Semester,Yes,Quiet, ,D,
1213,Liam Thompson,Senior,21,Auditory,Low Income,39,1280,Basic,137,College US History IV (US History IV),Hard,27,Interactive,"Exams, Projects",23,5,Spring Semester,Yes,Noisy, ,D,
1214,Emily Davis,Junior,20,Kinesthetic,Middle Income,44,1340,Basic,138,College Literature IV Introduction to Literature IV,Medium,26,Interactive,"Exams, Projects",25,4,Fall Semester,Yes,Quiet, ,D,
1215,James Johnson,Sophomore,19,Visual,High Income,46,1390,Basic,139,College Biology III (Biology III),Easy,23,Lecture-based,"Homework, Quizzes",21,6,Spring Semester,No,Quiet, ,D+,
1216,Aisha Williams,Freshman,18,Auditory,Low Income,43,1370,Basic,140,College Algebra III (Algebra III),Medium,24,Lecture-based,"Homework, Quizzes",23,5,Fall Semester,Yes,Noisy, ,D,
1217,Daniel Brown,Senior,21,Kinesthetic,Middle Income,38,1290,Basic,141,College US History IV (US History IV),Hard,27,Interactive,"Exams, Projects",24,5,Spring Semester,No,Quiet, ,D,
1218,Sophia Chen,Junior,20,Visual,High Income,47,1330,Basic,142,College Literature IV Introduction to Literature IV,Medium,25,Lecture-based,"Exams, Projects",22,4,Fall Semester,Yes,Noisy, ,D,
1219,Maria Rodriguez,Sophomore,19,Visual,Middle Income,42,1410,Basic,143,College Biology III (Biology III),Easy,22,Lecture-based,"Homework, Quizzes",23,5,Spring Semester,No,Quiet, ,D,
1220,Kamal Patel,Junior,20,Auditory,High Income,48,1360,Basic,144,College Algebra III (Algebra III),Medium,26,Interactive,"Exams, Projects",24,4,Fall Semester,Yes,Noisy, ,D+,
1221,Zara Ahmed,Senior,21,Kinesthetic,Low Income,39,1280,Basic,145,College US History IV (US History IV),Hard,28,Lecture-based,"Homework, Quizzes",25,6,Spring Semester,No,Quiet, ,F,
